15517002	71.91
43516453	46.36
75976863	46.38
96184657	75.24
35932780	66.41
84218497	68.41
60422570	89.98
34414587	83.99
57290736	70.08
26522716	66.84
40156882	93.77
65436797	58.78
90497251	79.22
37000712	79.83
95436510	70.37
97256839	78.33
54194275	57.09
72515172	58.45
70298118	58.10
20534545	69.46
58192737	93.76
41515828	68.64
17908426	78.22
20394610	70.90
85597216	65.30
55093513	65.69
83055471	56.81
86684936	88.77
99714841	77.86
28030093	80.24
23135246	86.20
88103763	70.40
73308133	81.19
97873190	72.30
37608008	45.55
17050070	80.34
48915292	86.77
15110120	82.92
91377358	82.39
41624713	90.14
93144392	66.07
53730090	36.84
31072453	76.85
12212005	36.93
99397758	85.42
66472972	88.38
32629033	67.91
26832596	86.29
60154061	56.69
63590905	72.94
41644255	68.32
33317755	59.14
91997823	86.85
67467875	91.87
87320174	94.39
98346737	44.26
66250044	73.59
57761041	82.25
68231211	67.34
10954734	66.79
88094794	67.54
42459325	89.78
19339630	67.55
83393047	88.37
48950295	68.72
68141200	69.86
73633483	67.28
78353955	92.67
21170017	82.44
11776270	58.40
82592060	67.44
73871501	76.82
62406413	93.48
82754521	92.93
22160103	84.76
87168530	88.42
36790233	95.33
47907057	77.47
27018425	69.62
53857402	50.04
97587049	85.25
23483024	67.01
44471036	38.62
36360756	51.97
61418781	66.38
14748996	90.25
60118437	54.97
56774073	89.36
59929267	71.23
93926769	60.54
53880173	43.63
94892867	82.94
48412011	75.43
87922885	78.39
47226479	62.56
26363893	70.49
44294116	69.90
12345168	49.78
33511212	78.65
94127572	48.75
61228715	56.14
86431216	73.60
39448588	79.66
50786164	71.97
85901568	74.86
57620594	62.90
14582472	79.14
68689286	54.29
19469616	77.06
89088432	71.22
88304435	56.51
37227691	70.02
31406542	56.67
75828468	67.24
35342923	81.68
73612459	77.89
94045695	70.90
11595895	92.91
23684070	94.56
74995939	86.11
43563431	83.39
67056390	66.45
90848537	85.22
44224478	98.48
14726848	67.10
11402606	97.32
88343319	94.00
78802487	62.98
88669377	76.07
94941967	68.71
13843543	92.40
57079719	57.27
64443435	47.16
18337636	68.81
81469409	52.70
72104873	35.28
21860357	98.26
12993234	68.85
17181228	62.22
37809206	93.00
26254208	39.66
42955594	94.22
28798084	79.74
25354847	96.09
62230013	82.13
65462897	86.44
22991787	55.80
34463190	72.50
38444177	50.51
40278164	54.10
95957108	88.52
48676702	68.56
84211104	73.94
22686643	66.34
54260552	66.15
54920720	84.35
88584697	58.11
55859721	70.69
69573261	90.94
15200196	66.08
73379590	84.64
90984753	67.90
34554495	56.09
32227244	75.76
58797816	65.10
73477580	93.71
38860533	93.84
30518648	78.01
38491970	80.67
74870308	95.83
24954172	76.49
57499653	69.67
28034030	75.52
72795607	48.02
65429206	65.16
45538327	95.37
20667358	65.38
70205568	61.95
88754737	78.36
82024605	73.34
12053024	82.32
42754238	76.31
12940309	64.39
32639167	61.03
51094854	71.63
27466172	57.14
79907726	47.28
54236957	77.87
95204108	77.15
69869928	57.35
57152379	88.03
40334173	66.75
48271239	71.01
58331714	88.45
53840441	68.92
91122555	49.23
30050397	59.47
42604554	69.46
67261223	64.63
44082273	40.42
87419795	49.02
18175926	91.70
18236048	94.90
66474087	96.88
66211380	70.30
56803931	48.75
98715718	86.79
26213428	64.42
77151348	76.94
60063354	81.44
91923540	69.75
29381909	42.80
33117167	65.95
64527152	58.81
77589419	50.99
14543001	72.08
12755894	78.19
70134971	51.76
51284098	58.18
64937083	86.75
39129302	47.36
27349926	87.81
19656149	93.87
92470807	77.10
25297102	62.00
37763743	77.65
84112539	76.92
10100222	68.97
71614258	75.20
23321646	79.77
19621840	70.66
75936270	88.79
66076645	83.59
28210577	75.55
80872891	67.62
88366787	92.39
65643984	82.76
33915122	86.18
49874452	80.34
76259726	96.84
99171192	54.87
66271677	81.83
22094052	89.96
51716960	86.23
19333185	60.93
27232784	69.72
76072725	77.62
45925377	60.52
13475368	86.43
90699251	78.64
79174627	82.38
76353841	50.82
59047703	65.13
93799576	47.12
71425346	66.54
93483894	86.27
24901501	64.10
77093474	73.24
20418968	69.75
29581461	49.38
36340554	65.24
65749486	59.81
72038956	66.92
69165082	76.10
66142650	79.94
95631783	38.14
52587861	47.94
81580397	93.12
57569114	60.32
35132159	60.58
28934650	52.85
20229154	76.42
39748740	57.28
18485950	66.49
13364864	56.47
87183990	74.86
85059104	75.08
27377660	98.24
80366389	85.37
20729593	55.25
87681064	68.67
81243393	61.84
38988611	91.73
13555454	59.97
46915139	63.24
26869422	77.43
52785898	80.23
59527102	80.24
88672386	64.04
74333090	76.19
96455279	84.86
84834217	79.95
23633524	47.38
81676442	53.28
58130801	95.71
96837609	84.07
94198563	74.03
80188267	72.71
59633448	62.36
87626002	82.48
40814032	65.25
46209293	62.84
63675137	87.00
97738567	60.26
10845971	70.14
40560074	76.21
83484856	91.91
89363120	74.76
16359947	80.73
17868990	64.17
11889056	84.17
98905779	90.75
39500980	72.56
73938750	65.71
98438484	76.00
89283740	64.63
71595046	79.20
72157666	69.95
20452329	85.15
35894610	77.08
88533148	70.70
73265660	76.18
71597836	79.50
44741529	60.09
15058050	54.97
87467525	97.39
82000869	65.09
24134284	87.54
80098246	90.03
32952175	77.97
